
100 0
600 1e-06
1100 0
1600 1e-06
2100 0
2600 1e-06
3100 0
3600 0
4100 2e-06
4600 1e-06
5100 1e-06
5600 1e-06
6100 1e-06
6600 1e-06
7100 1e-06
7600 1e-06
8100 1e-06
8600 1e-06
9100 1e-06
9600 0
10100 2e-06
10600 1e-06
11100 1e-06
11600 0
12100 1e-06
12600 0
13100 1e-06
13600 0
14100 0
14600 1e-06
15100 0
15600 1e-06
16100 0
16600 1e-06
17100 1e-06
17600 1e-06
18100 1e-06
18600 0
19100 0
19600 1e-06
20100 0
20600 1e-06
21100 1e-06
21600 1e-06
22100 1e-06
22600 0
23100 1e-06
23600 0
24100 0
24600 0
25100 1e-06
25600 1e-06
26100 0
26600 1e-06
27100 1e-06
27600 1e-06
28100 1e-06
28600 1e-06
29100 0
29600 1e-06
